"","ID","Description","GeneRatio","BgRatio","pvalue","neg_log10_FDR","qvalue","geneID","Count"
"hsa04724","hsa04724","Glutamatergic synapse",0.0202336848104873,"116/8847",1.9623718669249e-06,4.66455427869419,1.46594842350926e-05,"2770/2775/2778/2791/51764/54331/2792/2890/2891/2892/2893/2897/2898/2899/2900/2901/2902/2903/2904/116443/2911/2912/2913/2914/2915/2916/2917/2918/3708/3709/3710/3760/23154/5321/23236/5332/5337/5530/5566/5578/5579/5582/50944/22941/57084/6507/6511/7220/108/109/196883/111/113/114/115/773/775/776/1742/9229/112/2784/5330/107/2786/5567/8605/246213/6506/2744/59345",71
"hsa04934","hsa04934","Cushing syndrome",0.0256483328583642,"155/8847",2.32533525794441e-06,4.6046382956061,1.6828084103545e-05,"2770/2778/2932/3283/3284/3708/3709/3710/3776/3777/4297/51176/5604/4221/3164/5087/8622/23236/5332/5566/5925/6667/6934/9101/7471/80326/7481/51384/89780/7476/7478/7479/7483/7484/108/109/196883/111/113/114/115/196/23746/324/673/775/776/778/8913/8912/8911/816/1027/1029/64764/9586/1499/1583/1584/1857/1956/79798/1388/817/1394/8085/6932/112/1856/1870/5330/11091/7480/81029/107/5567/57552/50940/5443/7473/10297/8312/8313/779/815/818/84699/1395/5151/185",90
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels",0.0176688515246509,"99/8847",2.9289524957477e-06,4.51777550584174,2.05540526017383e-05,"2778/3356/3358/3708/3709/3710/3827/5606/5608/5602/4914/5290/5291/5295/8503/5321/23236/5332/5335/5566/5578/5579/5582/5732/5734/8989/108/109/196883/111/113/114/115/41/40/55515/51802/801/816/817/5293/112/5330/5336/5583/5588/107/5567/3479/3556/5599/8605/5499/5581/79054/623/624/815/818/2150/3554/8398",62
"hsa04726","hsa04726","Serotonergic synapse",0.0199487033342833,"115/8847",3.0775906909049e-06,4.50924195133915,2.09619180185473e-05,"2770/2775/2778/2791/51764/54331/2792/3356/3358/9177/200909/3360/3361/3362/3363/3708/3709/3710/3751/3760/3762/3763/3781/3845/4128/5604/5321/23236/5332/5566/5578/5579/5582/5743/5894/6570/7220/111/240/673/773/775/776/778/836/1557/1559/260293/1644/2560/2561/2562/774/2784/5330/5742/6532/2786/5567/3265/3354/3359/4129/8605/6571/121278/779/369/59345/10411",70
"hsa04971","hsa04971","Gastric acid secretion",0.0142490738102023,"76/8847",3.40656216028593e-06,4.47772562027988,2.25396594064032e-05,"2770/2778/3274/3708/3709/3710/3758/3773/3776/3784/4638/340156/23236/5332/5566/5578/5579/5582/115111/389015/108/109/196883/111/113/114/115/476/480/801/816/887/7430/817/54207/60/71/112/5330/6752/107/477/5567/3759/6548/495/815/818/85366/1080",50
"hsa01521","hsa01521","EGFR tyrosine kinase inhibitor resistance",0.0148190367626104,"80/8847",3.74481707812897e-06,4.44884578599994,2.40894665844553e-05,"2885/2932/3480/3570/3791/3845/5604/4233/2475/4763/3084/80310/5156/5290/5291/5295/8503/5335/5578/5579/5582/5894/6464/53358/399694/6654/6774/208/596/10018/673/1956/2064/2309/2549/5293/3716/3717/5159/5336/6655/3082/3265/3479/9542/56034/5728/558/2065/2263/2621/369",52
"hsa04927","hsa04927","Cortisol synthesis and secretion",0.0125391849529781,"65/8847",4.21310064265838e-06,4.40957378432215,2.63693354590283e-05,"2778/3283/3284/3708/3709/3710/3776/3777/190/3164/5087/8622/23236/5332/5566/6667/108/109/196883/111/113/114/115/775/776/778/8913/8912/8911/64764/9586/1583/1584/1388/112/5330/107/5567/57552/5443/779/84699/5151/185",44
"hsa04961","hsa04961","Endocrine and other factor-regulated calcium reabsorption",0.0105443146195497,"53/8847",8.14822449184228e-06,4.13469450481462,4.96567697563795e-05,"2778/9365/3817/23236/5332/5566/5578/5579/5582/5741/6546/6543/6547/56302/115/476/480/491/492/8218/1759/26052/1173/490/493/793/1213/112/5330/5745/161/477/5567/160/163/624/1785",37
"hsa04390","hsa04390","Hippo signaling pathway",0.0253633513821602,"157/8847",1.01467750715226e-05,4.05071046770523,6.02507561601879e-05,"2932/9113/26524/51176/8994/3993/4609/85409/5518/5520/5521/5522/5590/23513/4087/4088/4089/6591/6788/6934/7042/7159/7471/80326/7481/51384/89780/7476/7478/7479/7483/7484/23286/10971/154796/324/652/654/655/8945/23418/286204/1453/1496/1499/1740/1741/1742/9231/1857/8200/392255/151449/2736/84962/29119/122786/56288/60485/6932/60/71/653/657/658/1856/4086/7480/81029/1495/85407/5499/5584/11186/8463/7046/7473/10297/8312/8313/329/659/999/1739/23291/79981/896/3689/7048",89
"hsa04010","hsa04010","MAPK signaling pathway",0.0441721288116272,"300/8847",1.23333409295819e-05,3.97695314843737,7.14035527502109e-05,"2885/3480/3481/3551/3643/3791/4254/3845/5604/5606/6416/5607/5608/5609/4214/9175/4215/4216/6885/4293/8491/5602/9479/23162/9261/4149/2122/4233/4609/4763/4775/4790/4804/3164/4908/4914/4915/80310/5156/5321/5494/5495/5530/5566/5578/5579/5582/84867/5801/5894/9693/5921/5924/10235/25780/5979/6196/6197/8986/9252/6654/6788/23118/7010/7042/7157/7424/208/284/51378/673/773/775/776/777/778/8913/8912/8911/781/55799/93589/783/785/10369/10368/27092/27091/59285/59284/59283/836/11221/1848/1956/2005/1969/2064/2066/356/2255/8817/8074/2264/2324/2668/774/2316/3312/4137/5923/51347/1436/1616/2069/2252/2322/7786/11184/5159/6655/57551/9344/2321/3082/5567/3265/3479/3556/3815/4294/4217/9448/5599/51701/56034/8605/27330/10454/7046/779/9254/80824/1946/2065/2250/2251/2260/2263/3654/4208/369/1849/3554/7048",155
"hsa04913","hsa04913","Ovarian steroidogenesis",0.00997435166714164,"51/8847",2.57503432296098e-05,3.66797472848126,0.000145444814133868,"2778/3294/3283/3284/3480/3643/3973/5321/5566/5743/122970/108/109/196883/111/113/114/115/8644/240/9210/654/1583/1545/2488/2492/10965/112/107/1543/5567/3479/8605/1588/1081",35
"hsa04915","hsa04915","Estrogen signaling pathway",0.0225135366201197,"139/8847",2.77503139703382e-05,3.64595528319608,0.000153009249961765,"2770/2775/2778/2885/2911/3320/3708/3709/3710/3760/3762/3763/3845/3880/192666/147183/3883/3884/3857/5604/4318/8648/10499/4988/5241/5290/5291/5295/8503/23236/5332/5566/5894/5914/6464/53358/399694/6654/6667/108/109/196883/111/113/114/115/208/596/801/64764/9586/1956/2100/1388/9687/3312/25984/4313/4846/5293/112/2550/3868/8689/125115/8202/5330/6655/107/5567/3265/7184/342574/8688/5443/84699/2289/9568/3866",79
