"","ID","Description","GeneRatio","BgRatio","pvalue","neg_log10_FDR","qvalue","geneID","Count"
"hsa04151","hsa04151","PI3K-Akt signaling pathway",0.0506169730546462,"362/8843",2.2408744901437e-05,3.63534202820775,0.00015010642517709,"207/208/284/285/51378/1388/598/627/672/11140/1027/1278/1282/1284/1285/1287/1288/1292/1293/256076/131873/1297/1298/1299/1385/90993/64764/148327/9586/200186/1444/1945/1950/1956/1975/1969/2064/2066/2149/2246/2255/8823/2247/26281/8074/2248/2250/2254/2260/2261/2324/2309/2688/2690/10681/55970/2932/2997/3320/3381/3479/3480/3481/3551/3559/3560/3566/3574/3575/3643/3672/22801/3673/3674/3676/3678/3655/3679/3680/3685/3690/3696/3716/3717/3815/4254/3845/284217/3908/3909/3910/3911/3912/3914/3915/3918/9170/23566/9223/9863/5604/5605/4193/2475/4602/4609/4790/4804/4893/4908/4914/4915/5008/9180/5106/56034/80310/5156/23239/5290/5291/5294/5295/5296/8503/23533/146850/5585/5586/5518/5520/5521/5522/5523/28227/5525/5528/5529/5562/5563/5578/5618/5728/5970/5649/5979/6198/57521/6256/6446/10110/6654/6696/7010/7057/7060/7099/3371/7143/7148/7157/7424/7448/7534/596/1441/2065/2321/59345/2885/3688/22798/4846/5293/5934/1436/2252/2322/2668/2782/8515/3695/3791/1902/5159/55844/5526/5894/23678/63923/7422/1129/3563/3675/4515/5747/7248/2263/5527/1946/2335",201
"hsa04916","hsa04916","Melanogenesis",0.0166204986149584,"101/8843",2.53314501193539e-05,3.60496663190033,0.000160981021383595,"107/108/109/111/112/114/115/816/817/1385/90993/64764/148327/1387/1499/1638/1856/1857/1910/2033/2535/8323/2770/2771/2773/2775/2776/2778/2932/3815/4254/3845/51176/5604/5605/4286/4893/23236/5331/5567/5578/5579/6932/83439/6934/7299/7306/7471/51384/7472/7482/7473/54361/7474/7476/7479/7483/7484/818/113/1855/4157/5332/5894/7481/801",66
"hsa03083","hsa03083","Polycomb repressive complex",0.0141022412490557,"83/8843",2.59746349474065e-05,3.60496663190033,0.000160981021383595,"121536/171023/55252/80816/26053/54880/63035/11335/23466/57332/1387/10238/2033/2145/2146/57666/221937/3607/3065/3720/22992/84678/26013/83746/91133/84458/4149/55777/114785/23269/22823/10336/1911/1912/5252/5931/6015/23429/10389/51460/57713/23512/54881/7027/85015/7874/11091/64319/3054/7703/1876/3066/84333/23492/7321/10600",56
"hsa04540","hsa04540","Gap junction",0.0153613699320071,"92/8843",2.62169091967569e-05,3.60496663190033,0.000160981021383595,"107/108/109/111/112/114/115/1453/1813/1950/1956/57369/2770/2771/2773/2776/2778/2911/2915/2977/3356/3357/3358/3708/3709/3710/3845/5604/5605/5607/4893/56034/80310/5156/23236/5331/5567/5578/5579/5592/6654/7082/7846/7278/7277/79861/7280/347733/10381/10382/84617/2885/113/1902/10746/5159/5332/5894/112714/153/84790",61
"hsa04724","hsa04724","Glutamatergic synapse",0.0186351045076807,"116/8843",2.92589878222455e-05,3.5691880468948,0.000174804763660642,"107/108/109/111/112/114/115/773/775/776/1742/9229/2744/2770/2771/2773/2775/2776/2778/10681/55970/2890/2891/2893/2897/2898/2899/2900/2901/2902/2903/2904/116443/2911/2912/2913/2914/2915/2917/2918/3708/3709/3710/8681/3760/5321/123745/255189/23236/5331/5532/5567/5578/5579/50944/22941/57084/57030/6505/6506/6507/6511/6512/81539/7220/59345/2892/9455/113/2782/2916/9762/5332/8605",74
"hsa04070","hsa04070","Phosphatidylinositol signaling system",0.0161168471417779,"98/8843",3.44631825072528e-05,3.50967383767773,0.000200478346995099,"8760/1606/1607/8527/8526/160851/9162/8525/3628/22876/3636/51447/3706/3707/3708/3709/3710/4534/8776/8898/9107/55613/55361/55300/5297/5298/5288/5290/5291/5295/5296/8503/200576/5305/8396/8394/8395/23396/23236/5331/5333/84812/51196/5335/5336/89869/5578/5579/5728/8867/8871/8821/3632/5287/5293/3631/9807/117283/8897/5286/5332/801/3633/3612",64
"hsa05213","hsa05213","Endometrial cancer",0.0105766809367917,"59/8843",3.77441983244772e-05,3.48146002251389,0.000213934727345215,"207/208/324/10297/8312/8313/673/999/1495/1496/1499/1950/1956/2064/2309/2932/3611/3845/51176/5604/5605/4292/4609/4893/5290/5291/5295/5296/8503/51426/5728/6654/6932/83439/6934/7157/29119/2885/5293/581/2002/5894",42
"hsa04350","hsa04350","TGF-beta signaling pathway",0.0173759758247293,"108/8843",5.0239218530991e-05,3.36826273698686,0.000277637786618635,"91/130399/92/93/25805/650/653/655/353500/658/659/1387/8454/1875/2033/2200/2331/10468/8200/392255/151449/3065/3624/3626/2615/4052/4609/4681/9611/4756/375387/5518/5933/285704/387/6093/6198/6497/6498/4086/4087/4088/4089/4091/4093/57154/6667/7018/7027/7040/7042/7046/7048/7050/60436/7057/79875/9765/9372/90/657/3066/3077/3547/25942/7036/7037/3397/56963",69
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels",0.0161168471417779,"99/8843",5.50306904764739e-05,3.33942451573852,0.000296699486522709,"107/108/109/111/112/114/115/239/41/40/9311/55515/623/624/816/817/2776/2778/3356/3357/3358/3479/3708/3709/3710/8681/3827/5608/5602/6300/4914/5290/5291/5295/5296/8503/5321/123745/255189/23236/5331/5335/5336/5499/5567/5578/5579/5583/5732/5734/7442/818/5293/5581/113/3554/3556/5600/5599/8398/5332/5580/801/8605",64
"hsa04730","hsa04730","Long-term depression",0.0105766809367917,"60/8843",7.13780391739716e-05,3.23693029812508,0.000375673890389324,"673/773/2768/10672/2770/2771/2773/2775/2776/2778/2781/2890/2891/2895/2911/2977/3479/3480/3708/3709/3710/8681/3845/4067/5604/5605/4842/4893/5321/123745/255189/23236/5331/5518/5578/5579/5592/6261/2892/5332/5894/8605",42
"hsa04071","hsa04071","Sphingolipid signaling pathway",0.0191387559808612,"122/8843",7.52609957786169e-05,3.22414411641274,0.000386898631909658,"4363/125981/134/140/207/208/624/10715/204219/2534/9846/2768/10672/2770/2771/2773/2776/3827/3845/5604/5605/5602/6300/4790/4893/8439/4985/5290/5291/5295/5296/8503/23236/5331/5518/5520/5521/5522/5523/28227/5525/5528/5529/5578/5579/5590/5728/5970/387/6093/9475/53637/259230/81537/56848/10558/7132/7157/596/1509/4217/4846/5293/5581/581/8560/5600/5599/5332/55844/5526/5894/166929/6609/1901/5527",76
"hsa04014","hsa04014","Ras signaling pathway",0.034248300176278,"238/8843",8.15897215054553e-05,3.20703255819179,0.000402447053677173,"25/27/207/208/284/285/51378/598/627/998/1945/1950/1956/1969/2113/2246/2255/8823/2247/26281/8074/2248/2250/2254/2260/2261/2324/4303/2549/9846/10681/55970/2902/2903/2904/3363/3479/3480/3481/3551/3643/8681/3815/4254/3845/8844/283455/27040/5604/5605/5602/4763/4790/4804/4893/4908/4914/4915/10298/56034/80310/5156/5290/5291/5295/5296/8503/5321/123745/255189/51196/5335/5336/5567/5578/5579/5868/253959/57186/5900/5921/5922/22821/8437/9462/64926/5924/10125/10235/83593/5966/5970/387/399694/8036/6654/6789/7010/7074/7424/7535/2321/59345/2885/5058/5293/51365/5781/5923/25759/1436/2002/2252/2322/2782/3791/5599/5062/5063/56924/5159/50487/8398/5894/10928/57148/25780/23179/8831/7422/382/801/2263/1946/5899/8605",136
"hsa05202","hsa05202","Transcriptional misregulation in cancer",0.0284563082347016,"193/8843",8.19267216414245e-05,3.20703255819179,0.000402447053677173,"4299/472/8938/64919/597/598/604/329/330/55589/8900/904/905/958/1027/1655/84444/1991/2005/2078/2115/2119/2120/2130/2313/2308/3065/8091/3479/3480/3486/3560/3684/221037/3728/7403/51274/4297/8861/4066/4094/4149/4193/4208/4211/4221/4286/4291/4298/4300/4609/4613/9611/4790/64332/4804/8013/4914/5077/5079/7849/5087/5090/5371/51426/8842/5914/5966/5970/861/862/860/6256/6495/51804/4086/6667/6688/6692/8464/6929/7048/3195/7157/7102/51384/7490/7704/6935/2321/2530/2892/5081/8148/7709/581/5218/1436/2118/2322/3002/3066/7850/3695/8864/5327/6258/25942/85414/7030/79058/466/5747",113
"hsa01521","hsa01521","EGFR tyrosine kinase inhibitor resistance",0.0133467640392848,"80/8843",9.05569465876507e-05,3.17308168220277,0.000435170681542486,"207/208/558/598/673/1950/1956/2064/2247/2261/2309/2549/2621/2932/3479/3480/3716/3717/3845/5604/5605/2475/4763/4893/3084/9542/56034/80310/5156/5290/5291/5295/5296/8503/5335/5336/5578/5579/5728/6198/399694/6654/596/2065/2885/5293/25759/581/3791/5159/5894/7422/2263",53
"hsa04012","hsa04012","ErbB signaling pathway",0.0141022412490557,"86/8843",0.000118326745569313,3.06626055899542,0.000556519967963176,"25/27/207/208/673/816/817/867/868/1027/1950/1956/2064/2066/2549/2932/3845/5604/5605/6416/5609/5602/2475/4609/4893/3084/9542/10718/10298/5290/5291/5295/5296/8503/5335/5336/5578/5579/6198/399694/6654/6777/818/2065/2885/5058/5293/25759/2002/5599/8440/5062/5063/56924/5894/5747",56
"hsa04211","hsa04211","Longevity regulating pathway",0.0146058927222362,"90/8843",0.000138182642444817,3.00803336501112,0.000636367432311656,"107/108/109/111/112/114/115/79602/207/84335/208/1388/9474/814/10645/1385/90993/64764/148327/9586/79813/2308/2309/3479/3480/3643/8660/9365/3845/2475/4790/4893/5290/5291/5295/5296/8503/10891/5562/5563/5567/5571/9821/5970/6198/57521/27244/83667/143686/6648/7157/8408/5293/113/9776/581/7248/51422",58
"hsa04722","hsa04722","Neurotrophin signaling pathway",0.0186351045076807,"120/8843",0.000148977814015695,2.98928332796114,0.000664443385638699,"25/207/208/397/627/673/816/817/814/998/2309/2549/2932/3551/3656/57498/3845/5604/5605/5607/5609/4214/4215/5602/6300/9261/4790/4793/4804/4893/4908/4914/4915/4916/5290/5291/5295/5296/8503/5335/5336/2889/5970/387/6195/6196/27330/10019/399694/6654/7157/7161/7189/10782/596/818/2885/4217/4145/4794/5293/5781/25970/25759/396/581/9500/5600/5599/5580/5664/5894/6197/801",74
"hsa04915","hsa04915","Estrogen signaling pathway",0.0211533618735835,"139/8843",0.00015029076579923,2.98928332796114,0.000664443385638699,"107/108/109/111/112/114/115/207/208/1388/1385/90993/64764/148327/9586/1956/2099/2100/2289/2550/9568/2770/2771/2773/2775/2776/2778/2911/3320/3708/3709/3710/3760/3762/3763/3765/3845/3868/147183/353288/3883/3884/8688/390792/3857/5604/5605/10499/8202/4893/4988/5241/5290/5291/5295/5296/8503/23236/5331/5567/5914/399694/6654/6667/596/1509/2885/9687/3872/4313/4846/5293/25759/113/3312/3866/342574/3882/8648/5332/5580/5894/801/125115",84
"hsa04927","hsa04927","Cortisol synthesis and secretion",0.0110803324099723,"65/8843",0.000167550393245558,2.95910351316826,0.000712258756711886,"107/108/109/111/112/114/115/183/1388/775/776/8912/8911/1385/90993/64764/148327/9586/1584/2776/2778/3283/3708/3709/3710/3777/57552/190/2516/84876/5087/5151/8622/23236/5331/5567/6667/113/8913/1583/3776/5332/185/3739",44
"hsa04929","hsa04929","GnRH secretion",0.0110803324099723,"65/8843",0.000167550393245558,2.95910351316826,0.000712258756711886,"207/208/775/776/8912/8911/2100/2550/9568/2776/348980/610/57657/3708/3709/3710/3760/3762/3763/3765/3780/3781/3782/3845/5604/5605/4893/5290/5291/5295/5296/8503/23236/5331/5578/5579/6696/7220/7223/7224/5293/8913/5332/5894",44
"hsa05215","hsa05215","Prostate cancer",0.0156131956685973,"98/8843",0.000180150786158503,2.93588532893152,0.000751373686063272,"207/208/367/673/1027/1385/90993/64764/148327/9586/1387/1499/1871/1950/1956/2033/2064/2078/2119/2260/2308/2932/3320/3479/3480/3551/3645/3845/51176/5604/5605/4193/2475/4790/4824/4893/56034/80310/5156/5290/5291/5295/5296/8503/5728/5925/5970/6654/6692/6932/83439/6934/7157/6935/596/2885/5293/7850/5159/5327/5894/2263",62
"hsa04520","hsa04520","Adherens junction",0.0148577184588265,"93/8843",0.000229615431377856,2.84502228259664,0.000926230393377689,"87/81/9411/10458/998/999/1387/1459/1495/1496/1499/1956/2033/2064/2260/2534/57493/3480/3643/889/51176/4008/56288/5770/5792/5795/5797/55698/387/6093/9475/4088/4089/57154/6615/10580/117178/6932/83439/6934/7046/7048/7082/7414/10810/8976/29119/1500/9855/6885/5787/52/60/71/1457/8936/10163/7525/1003",59
"hsa05230","hsa05230","Central carbon metabolism in cancer",0.0118358096197431,"71/8843",0.000230454943114211,2.84502228259664,0.000926230393377689,"207/208/1956/2064/2260/2261/2539/2645/2744/3098/3099/3418/3815/3845/160287/5604/5605/2475/4609/4893/4914/4916/5156/5211/5224/5290/5291/5295/5296/8503/5728/5979/9123/6513/8140/7157/3101/5293/2322/3417/3945/5159/5163/5315/5894/2263/5214",47
"hsa04660","hsa04660","T cell receptor signaling pathway",0.0186351045076807,"122/8843",0.000310480209834898,2.73014237583305,0.00120669894940122,"207/208/868/920/959/998/1739/2534/9402/2932/29851/3551/3702/3845/27040/3937/5604/5605/5609/5602/6300/4772/4773/4790/4793/4893/10298/5133/5290/5291/5295/5296/8503/5335/5518/5520/5521/5522/5523/28227/5525/5528/5529/5532/5788/10125/5970/387/6654/7006/7409/7410/7535/84433/2885/6885/4775/4794/5058/5293/5781/10451/3932/5600/5599/8440/5062/5063/56924/55844/5526/5894/926/5527",74
"hsa04976","hsa04976","Bile secretion",0.0143540669856459,"90/8843",0.000311155943381314,2.73014237583305,0.00120669894940122,"5243/8714/9429/64241/107/108/109/111/112/114/115/358/366/476/477/480/481/23439/1080/1581/2052/2778/3781/57552/5567/6256/6555/9376/10998/6513/200931/6548/6550/28234/54659/54657/54579/54578/54577/54600/10941/79799/7365/10720/7366/54490/7363/5244/482/8671/113/361/760/57835/6579/7364/64240",57
"hsa04934","hsa04934","Cushing syndrome",0.0229161420297154,"155/8843",0.000343258316880691,2.69505254591836,0.00130824403892822,"107/108/109/111/112/114/115/183/196/324/10297/1388/8312/8313/673/775/776/8912/8911/816/817/1027/1029/1385/90993/64764/148327/9586/1395/1499/1584/1856/1857/1871/1956/2535/8323/2770/2771/2773/2776/2778/2932/3283/3708/3709/3710/3777/4297/51176/5604/5605/4221/57552/2516/84876/5087/50940/5151/8622/23236/5331/5567/5925/6667/6932/83439/6934/11091/7471/51384/7472/7482/7473/54361/7474/7476/7479/7483/7484/818/8085/113/8913/1583/1855/3776/5332/7481/185/3739",91
"hsa04148","hsa04148","Efferocytosis",0.0229161420297154,"156/8843",0.000464332132235154,2.57126889434302,0.00173969219927533,"19/102/240/63982/121601/203859/384/23250/286410/487/488/51761/558/9564/816/817/840/126129/1385/6376/1524/80824/1846/1847/9844/2621/29933/51454/26762/84868/3685/3690/3717/3988/4035/5604/5605/6300/9261/84466/4772/4773/10062/24145/5087/23659/5467/5627/5732/5734/64284/5868/6256/6446/89790/140885/10326/6566/6513/56848/23166/55576/7040/9392/7057/91937/64601/57617/65082/27072/114786/286046/343702/55113/389668/489/818/948/84465/4775/4776/5781/196527/338440/1374/5600/8398/7879/8754/5747/1901",91
"hsa05220","hsa05220","Chronic myeloid leukemia",0.0123394610929237,"77/8843",0.000687178286645976,2.41531987124845,0.00249127367672779,"25/207/208/598/613/673/867/1027/1029/1488/1871/9846/3065/3551/3845/5604/5605/4193/2122/4609/4790/4893/5290/5291/5295/5296/8503/51426/5925/5970/861/399694/4088/4089/6654/6777/7040/7042/7046/7048/7157/2885/5293/5781/25759/581/3066/5894/1487",49
"hsa04931","hsa04931","Insulin resistance",0.0166204986149584,"109/8843",0.000687472902697026,2.41531987124845,0.00249127367672779,"32/183/207/208/1385/90993/64764/148327/9586/200186/2308/2932/2997/3551/3643/8660/5602/51085/2475/4790/10062/5106/5290/5291/5295/5296/8503/10891/133522/5499/5506/5562/5563/5571/5579/5590/5728/5770/5792/5834/5836/5970/6195/6196/27330/6198/376497/10998/28965/6513/6517/6720/9882/7132/948/9945/4846/5293/5581/5781/1374/5599/5465/5580/6197/51422",66
"hsa05033","hsa05033","Nicotine addiction",0.00730294636111811,"41/8843",0.000721381726722548,2.40147217347167,0.00257198917846749,"773/774/1137/8973/1141/2555/2557/2558/2559/2560/2561/2562/2564/2565/2566/2567/55879/2570/2890/2891/2893/2902/2903/2904/116443/57084/57030/140679/2892",29
"hsa04725","hsa04725","Cholinergic synapse",0.0173759758247293,"115/8843",0.000753263174562753,2.38963943424464,0.00264302868267633,"107/108/109/111/112/114/115/207/208/773/774/775/776/816/817/814/1136/1137/8973/1141/1385/90993/64764/148327/9586/2534/2770/2771/2773/2775/2776/10681/55970/3708/3709/3710/3717/3760/3763/3784/3785/3786/9132/56479/3845/5604/4893/5290/5291/5294/5295/5296/8503/23533/146850/23236/5331/5567/5578/5579/596/818/1103/59345/5293/113/2782/5332/1129",69
"hsa04514","hsa04514","Cell adhesion molecules",0.0226643162931252,"157/8843",0.00108220387607485,2.23911650990147,0.0037378752298638,"214/23705/57863/914/933/80381/947/920/958/959/965/923/83692/999/1013/1000/1001/1002/9071/1272/26047/50848/2734/3106/3113/3122/3383/29851/152404/3676/3655/3680/3684/3685/3696/83700/94030/8174/4099/4359/4684/4685/4756/23114/22871/54413/57502/22829/9378/9369/22854/84628/100506658/5133/5788/5789/5792/5797/5802/6382/6383/9672/6402/6404/26050/201633/1462/79679/51208/3688/4897/9379/114798/9074/6900/3105/3108/3134/3384/3689/3695/6401/29126/926/1003/149461/9073/3115/64101/3897",90
"hsa04340","hsa04340","Hedgehog signaling pathway",0.00931755225384034,"56/8843",0.00110741350682608,2.23584916146861,0.00376610261430731,"91653/8945/50937/1453/1454/53944/1455/8454/8452/84976/132884/23291/2736/2737/23432/2932/64399/3549/23288/4036/1954/5567/5727/8643/6469/6608/57154/339745/51684/596/122011/50846/2735/57467/8405/1452/2121",37
"hsa01522","hsa01522","Endocrine resistance",0.0151095441954168,"99/8843",0.00114521331659203,2.22790316717465,0.00383564268715033,"107/108/109/111/112/114/115/207/208/673/1027/1029/10683/1871/1956/2064/2099/2100/2778/3479/3480/182/3714/3845/5604/5605/5602/6300/4193/5469/2475/8202/9611/4851/4853/4893/5290/5291/5295/5296/8503/5567/5925/6198/399694/6654/6667/7157/596/2885/4313/5293/25759/113/581/5600/5599/4854/5894/5747",60
"hsa04933","hsa04933","AGE-RAGE signaling pathway in diabetic complications",0.0153613699320071,"101/8843",0.00118283029279741,2.22039798524156,0.00390250371543528,"183/207/208/998/1027/1278/1282/1284/1285/1287/1288/2308/3383/3717/3845/5602/6300/4772/4790/4893/5290/5291/5295/5296/8503/23236/5331/5333/84812/51196/5335/5336/5578/5579/5590/5970/4087/4088/4089/6772/6777/7040/7042/7046/7048/7424/596/4313/4846/5293/5581/581/5600/5599/50507/5332/5580/6401/7422/185/2335",61
"hsa04926","hsa04926","Relaxin signaling pathway",0.0191387559808612,"130/8843",0.0012098809087177,2.21701190987014,0.00393304939366434,"107/108/109/111/112/114/115/207/208/1388/1278/1282/1284/1285/1287/1288/1385/90993/64764/148327/9586/1910/1956/2770/2771/2773/2775/2778/10681/55970/3640/3845/5604/5605/6416/5609/5602/6300/4322/4790/4842/4893/5290/5291/5295/5296/8503/23236/5331/5567/5578/5590/5970/59350/399694/4087/6654/7040/7046/7048/7424/59345/2885/4313/4846/5293/25759/113/2782/5600/5599/5332/5894/122042/7422/6013",76
"hsa04270","hsa04270","Vascular smooth muscle contraction",0.0196424074540418,"134/8843",0.00124843458875399,2.20972891915222,0.00399956161156885,"107/108/109/111/112/114/115/135/136/148/147/146/183/9138/9826/23365/552/553/673/775/776/10203/800/1908/1909/2768/10672/2776/2778/2977/3708/3709/3710/8681/3778/3779/157855/5604/5605/4628/4629/79784/4627/4638/340156/5321/123745/255189/23236/5331/5499/4659/4660/54776/5567/5578/5579/5583/5592/10268/387/6093/9475/4882/5581/113/10242/85366/4878/50487/8398/5332/5580/5894/185/801/8605/91807",78
"hsa05221","hsa05221","Acute myeloid leukemia",0.010828506673382,"68/8843",0.00172748904337558,2.07492835948587,0.00545522855802814,"207/208/597/673/8900/3551/3684/3728/3815/3845/51176/5604/5605/2475/4609/4790/4893/5290/5291/5295/5296/8503/11040/5371/5467/5914/5970/6198/861/862/6654/6688/6777/6932/83439/6934/7704/2885/5293/1436/2322/8864/5894",43
"hsa04152","hsa04152","AMPK signaling pathway",0.0178796272979098,"122/8843",0.00203728947779144,2.02139152779008,0.00617091810193691,"31/32/79602/148/207/84335/208/10645/8900/1080/1149/126129/1385/90993/64764/148327/9586/200186/29904/2308/2309/2997/3172/3479/3480/3643/8660/3991/2475/5106/5211/5290/5291/5295/5296/8503/10891/5518/5520/5521/5522/5523/28227/5525/5528/5529/5562/5563/5571/9230/6198/57521/6517/6720/92335/23216/8408/81617/948/6885/5293/1374/2194/3953/55844/5526/1994/7248/5214/5527/51422",71
"hsa04912","hsa04912","GnRH signaling pathway",0.0141022412490557,"93/8843",0.00203787223985393,2.02139152779008,0.00617091810193691,"107/108/109/111/112/114/115/775/776/816/817/998/1956/2776/2778/2798/3708/3709/3710/8681/3845/5604/5605/6416/5608/5609/4214/4215/4216/5602/6300/4893/5321/123745/255189/23236/5331/5567/5578/5579/2185/6654/818/2885/4313/113/2002/10746/5600/5599/4323/5332/5580/5894/801/8605",56
"hsa05222","hsa05222","Small cell lung cancer",0.0141022412490557,"93/8843",0.00203787223985393,2.02139152779008,0.00617091810193691,"207/208/598/329/330/1027/1282/1284/1285/1287/1288/1871/3551/3673/3674/3655/3685/284217/3908/3909/3910/3911/3912/3914/3915/3918/4149/4609/4790/5290/5291/5295/5296/8503/51426/5728/5915/5925/5970/6256/7157/9618/7189/331/596/3688/22798/5293/7709/581/6258/7187/7188/3675/5747/2335",56
"hsa05217","hsa05217","Basal cell carcinoma",0.0100730294636112,"63/8843",0.00221563033026869,1.99322812426056,0.0065843542127288,"324/10297/8312/8313/650/1499/1856/1857/2535/8323/2736/2737/2932/64399/51176/51426/5727/8643/6469/6608/51684/6932/83439/6934/7157/7471/51384/7472/7482/7473/54361/7474/7476/7479/7483/7484/581/1855/2735/7481",40
"hsa05135","hsa05135","Yersinia infection",0.0198942331906321,"138/8843",0.00223397732217584,1.99322812426056,0.0065843542127288,"10096/207/208/9138/23365/64283/8874/10458/9564/920/998/9844/63916/9815/2776/2932/3551/3676/3678/27040/3937/5604/5605/6416/5608/5609/5602/6300/4772/4773/4790/58484/114548/5290/5291/5295/5296/8503/8394/8395/23396/5585/5586/5335/2185/5829/5970/387/6093/9475/6195/6196/27330/23118/7099/7189/7409/7410/8976/7456/644150/7535/3688/6885/4775/5293/10451/60/71/3932/5600/5599/6197/10163/147179/382/926/5747/2335",79
"hsa05017","hsa05017","Spinocerebellar ataxia",0.0206497104004029,"144/8843",0.00228699295422777,1.98879438665475,0.00665191856492842,"207/208/55626/55102/487/488/6310/6311/11273/146227/773/23152/1600/2081/2259/2776/2890/2891/2902/2903/2904/116443/2911/2959/3708/3709/3710/3748/3752/5602/90550/2475/10528/29982/115209/5173/5290/5291/5295/5296/8503/23236/5331/5578/5579/5682/5683/5685/5695/5702/5704/5706/5707/5718/9861/23369/9821/3516/5649/6095/6261/6511/83447/293/6667/6712/7222/8408/7436/489/2892/4217/5293/9776/5599/5332/10213/9698/292/9706/7417/25814",82
"hsa00534","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.00453286325862503,"24/8843",0.00270594432143316,1.92560932378692,0.00769364222648094,"2131/2135/2137/26035/9653/9956/9955/9953/222537/9394/90161/266722/8509/64579/64132/2134/3340/9348",18
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.0135985897758751,"90/8843",0.00271475661420113,1.92560932378692,0.00769364222648094,"207/208/238/10538/116071/55509/920/1459/1950/1956/27436/3460/3551/3716/3717/3845/27040/5604/5605/5608/4215/6300/2475/4772/4773/4790/4793/4893/5133/5290/5291/5295/5296/8503/5335/5532/5728/10125/5970/6198/6772/7099/54106/7189/7535/4775/4794/5293/5781/1457/3932/5600/5894/29126",54
"hsa04666","hsa04666","Fc gamma R-mediated phagocytosis",0.0146058927222362,"98/8843",0.0029955362377794,1.88839813456671,0.00838191352343336,"10096/207/208/273/50807/8853/55616/998/1072/1785/2214/9846/3055/3636/8681/27040/3985/4067/5604/65108/4651/653361/5290/5291/5295/5296/8503/8394/8395/23396/5321/123745/255189/5335/5336/5578/5579/5788/6198/85477/56848/7408/7409/7410/10810/2934/5058/5293/5581/10451/8398/5580/5894/8936/10163/382/4082/8605",58
"hsa04213","hsa04213","Longevity regulating pathway - multiple species",0.0098212037270209,"62/8843",0.0031980710088336,1.86544750556164,0.00883677515598758,"107/108/109/111/112/114/115/207/84335/208/9474/81570/2308/2309/3065/3479/3480/3643/8660/3845/2475/4893/5290/5291/5295/5296/8503/5562/5563/5567/5571/6198/57521/6648/5293/113/3066/3312/51422",39
"hsa05210","hsa05210","Colorectal cancer",0.0130949383026945,"87/8843",0.00361279899353709,1.81788684062814,0.00985949043070551,"207/208/324/10297/8312/8313/673/1499/1630/1950/1956/2932/3845/51176/5604/5605/5602/4292/4436/2956/2475/4609/4893/5290/5291/5295/5296/8503/51426/5900/387/6198/4087/4088/4089/6654/6932/83439/6934/7040/7042/7046/7048/7157/596/332/2885/5293/581/5599/5894/5899",52
"hsa04728","hsa04728","Dopaminergic synapse",0.018886930244271,"132/8843",0.00372006205646731,1.81210781396614,0.00999156450461252,"111/207/208/1388/773/774/775/776/816/817/1385/90993/64764/148327/9586/1644/1813/2770/2771/2773/2775/2776/2778/10681/55970/2890/2891/2893/2903/2904/2932/3708/3709/3710/3760/3762/3763/3765/3798/3799/220074/5602/6300/23236/5331/5499/5518/5520/5521/5522/5523/28227/5525/5528/5529/5532/5567/5578/5579/6323/6570/6571/818/59345/2892/9575/1814/2782/5600/5599/5332/55844/5526/801/5527",75
"hsa04910","hsa04910","Insulin signaling pathway",0.0196424074540418,"138/8843",0.00378039949227745,1.81210781396614,0.00999156450461252,"31/32/207/208/673/867/868/23265/10211/2308/2645/2932/2997/3098/3099/3551/3636/3643/8660/3845/3991/5604/5605/5602/2475/4893/5106/5140/5260/5290/5291/5295/5296/8503/5313/10891/5499/5506/89801/5562/5563/5567/5571/5575/5577/5584/5590/5770/5792/5834/5836/2889/23433/6198/57521/399694/6517/8835/10580/6654/6720/9322/2885/3101/3632/5261/5293/25759/2002/2194/5599/2872/5894/801/5257/7248/51422/5573",78
"hsa04371","hsa04371","Apelin signaling pathway",0.0198942331906321,"140/8843",0.00379679451175276,1.81210781396614,0.00999156450461252,"107/108/109/111/112/114/115/207/208/8862/814/999/10672/2770/2771/2773/2776/10681/55970/9759/10014/3708/3709/3710/182/3845/3991/84557/5604/5605/4208/2475/4638/340156/4842/4893/5140/5294/23533/146850/23236/5331/10891/5562/5563/5567/5571/6198/6261/6262/6263/6546/6543/6547/6548/4087/4088/4089/56848/6696/7046/59345/643246/4635/4846/5581/113/2782/4205/100271849/85366/4854/5327/5332/5894/185/801/51422/91807",79
"hsa04713","hsa04713","Circadian entrainment",0.0143540669856459,"97/8843",0.00403280484150945,1.79105734090716,0.0104877896807057,"107/108/109/111/112/114/115/775/776/8912/8911/816/817/1385/2770/2771/2773/2775/2776/2778/10681/55970/2890/2891/2893/2902/2903/2904/2977/3708/3710/3760/3762/3763/3765/4544/4842/9722/23236/5331/5567/5578/5579/5592/6261/6262/6263/818/59345/2892/5187/113/8913/2782/8864/5332/801",57
