"","ID","Description","GeneRatio","BgRatio","pvalue","neg_log10_FDR","qvalue","geneID","Count"
"hsa05017","hsa05017","Spinocerebellar ataxia",0.0219683655536028,"144/8843",0.00063931537471719,2.32556376585296,0.00324778062213309,"55626/487/488/6310/25814/11273/773/23152/1600/2081/2259/2890/2891/2892/2902/2903/2904/2905/2906/116443/116444/2911/3708/3709/3710/10524/3748/3752/2475/115209/4976/5173/5290/5295/8503/23236/5330/5332/5578/5579/5582/5685/5687/5693/5707/9821/3516/5649/6095/6261/6511/6667/6712/387332/7186/7222/8408/7436/26100/8678/5293/9706/5602/5599/5291/5296/5683/5688/5705/9698/4654/5686/5718/5714/23369",75
"hsa04916","hsa04916","Melanogenesis",0.0161101347393087,"101/8843",0.000836316010092858,2.22433510651501,0.00410029728470779,"108/109/111/114/115/805/10488/1387/1499/1638/1855/1857/1910/2033/8321/2535/7976/8322/8323/2771/2778/3845/51176/5594/5595/4157/4286/23236/5330/5332/5443/5567/5578/5579/5582/6932/83439/6934/7299/7306/7471/7482/7473/54361/7474/7475/7476/7477/7483/7484/112/5604/113/2773/5894",55
"hsa04921","hsa04921","Oxytocin signaling pathway",0.0231400117164616,"154/8843",0.000842223226048087,2.22433510651501,0.00410029728470779,"108/109/111/114/115/775/776/781/9254/55799/93589/783/784/785/786/10368/27091/59285/59284/59283/805/57118/814/1026/1956/2771/2778/3708/3709/3710/8681/3770/3760/3761/3763/3845/5594/5595/4638/340156/4773/4882/5021/5294/23533/23236/5330/5332/4659/4660/54776/5530/5562/5563/5564/5567/5571/5578/5579/5582/387/6093/9475/6261/6262/6263/112/5604/4776/4846/5532/60/113/57172/952/2773/5598/4772/5894",79
"hsa04930","hsa04930","Type II diabetes mellitus",0.00849443468072642,"47/8843",0.00109971631563167,2.11743649459636,0.00524461916369991,"6833/773/774/775/776/777/2645/3098/3099/3101/3551/3643/8660/5594/5595/2475/5290/5295/8503/5313/5581/6514/8913/5293/5602/5599/5291/5296/5580",29
"hsa04371","hsa04371","Apelin signaling pathway",0.0210896309314587,"140/8843",0.00128075669821106,2.06002445142897,0.00598585235795484,"55811/108/109/111/114/115/805/814/999/1958/10672/2771/55970/2788/2792/9759/10014/3708/3709/3710/182/3845/3991/5594/5595/4209/2475/4638/340156/4842/4843/5140/5294/23533/5327/23236/5330/5332/10891/5562/5563/5564/5567/5571/5581/6194/6198/22800/6261/6262/6263/6546/6543/6547/6548/4088/4089/56848/6696/7046/112/8678/5604/4846/59/113/2773/2783/100271849/5894/4087/185",72
"hsa00534","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",0.00497949619214997,"24/8843",0.00137381819594138,2.03816199483547,0.00629489452010291,"2131/2132/2137/26035/9956/9953/222537/9394/90161/266722/9348/64579/64131/64132/8509/3340/2135",17
"hsa04261","hsa04261","Adrenergic signaling in cardiomyocytes",0.0228471001757469,"154/8843",0.00145230191259502,2.02246751729168,0.00652653895943511,"108/109/111/114/115/148/147/146/183/476/477/480/487/488/491/492/596/775/776/781/9254/55799/93589/783/784/785/786/10368/27091/59285/59284/59283/805/10488/9586/2771/2778/3776/3784/5594/5595/4624/5294/23533/23236/5330/5332/64208/5515/5518/5520/5522/5523/28227/5525/5528/5529/5567/5578/11069/6262/6331/6546/6543/6547/6548/7169/112/1388/490/493/1390/7168/113/2773/5526/185/5521",78
"hsa04730","hsa04730","Long-term depression",0.0102519039250146,"60/8843",0.00148564330725691,2.02088240173758,0.00655040346000066,"673/773/1394/10672/2771/2778/2781/2890/2891/2892/2895/2911/3480/3708/3709/3710/8681/3845/5594/5595/4842/23236/5330/5332/10842/5515/5518/5578/5579/5582/5592/6261/5604/2773/5894",35
"hsa05212","hsa05212","Pancreatic cancer",0.0125951962507323,"77/8843",0.00153923164386791,2.01361085967224,0.00666100243545176,"9459/572/673/675/1026/1029/1870/1871/1956/2064/3551/3716/3845/5594/5595/2475/4790/5290/5295/8503/5337/5899/10928/5900/5925/6198/4088/4089/6774/7042/7046/7048/7157/5604/5293/1950/5602/5599/5291/5296/51426/5894/4087",43
"hsa04340","hsa04340","Hedgehog signaling pathway",0.00966608084358524,"56/8843",0.00158694283667451,2.00832248915268,0.00674260879888501,"408/596/91653/8945/1453/53944/1455/1456/8454/8452/84976/2121/132884/23291/2619/2736/2737/23432/64399/3549/374654/4036/5567/5727/8643/57758/6608/57154/51684/50937/1454/2735/339745",33
"hsa04514","hsa04514","Cell adhesion molecules",0.0231400117164616,"157/8843",0.00172492448844157,1.98592002764739,0.00709954349919777,"214/23705/57863/29126/80381/947/920/965/923/941/942/925/83692/999/1000/1001/1002/9074/9080/1272/26047/1493/2734/3106/3107/3122/3134/3383/29851/152404/3655/3680/3684/3685/3696/83700/94030/4099/4359/4684/4685/4756/23114/22871/57555/54413/57502/22829/4897/9378/9379/9369/22854/84628/100506658/5788/5789/5792/5797/5802/6382/6383/6404/26050/1462/1003/9071/3688/3897/6900/3105/3683/3689/257194/6385/6401/1366/64101/114798",79
"hsa04915","hsa04915","Estrogen signaling pathway",0.020796719390744,"139/8843",0.00174409980771457,1.98592002764739,0.00709954349919777,"108/109/111/114/115/596/805/10488/9586/1956/2100/2550/2771/2778/2885/2911/3320/3303/3708/3709/3710/3760/3763/3845/3860/3880/25984/192666/3883/3884/390792/5594/5595/4318/8648/10499/8202/4988/5241/5290/5295/8503/23236/5330/5332/5443/5567/53358/399694/6667/112/1388/1509/9687/5604/4313/4846/5293/113/2773/3858/3868/3885/5291/5296/5580/5894/5914/6654/3326/353288",71
"hsa05230","hsa05230","Central carbon metabolism in cancer",0.0117164616285882,"71/8843",0.00177256706271492,1.98592002764739,0.00709954349919777,"1956/2064/2260/2263/2539/2645/27165/3091/3098/3099/3101/3845/5594/5595/2475/4914/5156/5211/5214/5224/5290/5295/8503/5728/5979/9123/6513/6514/8140/7157/2744/5604/4916/5293/2322/3945/5159/5291/5296/5894",40
"hsa04710","hsa04710","Circadian rhythm",0.00644405389572349,"34/8843",0.0018084859093149,1.98592002764739,0.00709954349919777,"8553/8945/1453/8454/1628/26224/23291/4862/9572/8864/5562/5563/5564/5571/6095/6096/6097/1407/1454/9575/9975/8863",22
"hsa04713","hsa04713","Circadian entrainment",0.0152314001171646,"97/8843",0.00182285576330754,1.98592002764739,0.00709954349919777,"55811/108/109/111/114/115/775/776/8912/8911/805/2771/2778/55970/2788/2792/2890/2891/2892/2893/2902/2903/2904/2905/2906/3708/3710/3760/3763/5594/5595/4543/4544/4842/8864/23236/5330/5332/5567/5578/5579/5582/5592/6261/6262/6263/112/8913/113/2773/2783/8863",52
"hsa05207","hsa05207","Chemical carcinogenesis - receptor activation",0.0304628002343292,"215/8843",0.00200540668596584,1.95164845943592,0.00768248980646103,"108/109/111/114/115/155/196/367/405/408/572/596/773/774/775/776/1136/1137/1139/55584/1141/1143/10488/9586/1544/10683/1956/79852/2100/2255/2247/27006/2251/2252/2254/2771/2778/2885/2948/2949/119391/3320/9641/182/3839/23633/3845/5594/5595/4259/2475/4790/4853/5241/5290/5295/8503/5567/5578/5579/5582/5925/6196/6198/6256/6774/54659/54657/54578/54577/54600/10941/79799/7365/7367/54490/7363/7471/112/1388/5604/5293/6195/113/604/990/1543/1555/1950/2052/8822/2773/3717/9314/5291/5296/5465/5894/27330/6654/6777/7364/3326/9970",104
"hsa04935","hsa04935","Growth hormone synthesis, secretion and action",0.0184534270650264,"122/8843",0.00219715896456094,1.92562141495253,0.00815697323279552,"55811/108/109/111/114/115/9564/775/776/10488/9586/1387/1442/1444/2033/2690/2693/2771/2778/2885/3483/8660/3708/3709/3710/3845/4214/5594/5595/2475/5290/5295/8503/23236/5330/5332/5335/5336/5567/5578/5579/5582/5747/53358/399694/6755/6774/112/1388/5604/5293/113/2692/2773/3717/5602/5599/5291/5296/5894/6654/6752/6777",63
"hsa04814","hsa04814","Motor proteins",0.0281195079086116,"197/8843",0.00219907589181447,1.92562141495253,0.00815697323279552,"72/10121/10120/1062/1639/10540/25981/8701/201625/127602/55567/1767/1768/56171/64446/51143/79659/84376/63971/23303/55614/57576/23095/10749/55605/23046/347240/26153/55083/3797/24137/3798/3799/374654/64147/3833/3801/64837/4619/4628/4629/4620/4624/4626/4627/103910/4651/51168/23026/399687/84700/80179/4430/4642/4643/4542/53904/140469/4644/4646/4647/4649/4650/7169/7278/112714/7277/51807/79861/81027/7280/347733/10381/10382/84617/51175/1769/1778/547/221458/90990/3831/4648/7168/59/60/146909/124602/10112/55582/3796/9371/8735/4621/113457/832",96
"hsa04971","hsa04971","Gastric acid secretion",0.0123022847100176,"76/8843",0.00227733622036072,1.91727390341568,0.00831527369934341,"108/109/111/114/115/476/477/480/495/760/805/887/1080/7430/2771/2778/3708/3709/3710/3758/3773/54207/3776/3784/4638/340156/23236/5330/5332/5567/5578/5579/5582/6548/389015/112/60/113/2773/3274/6752/115111",42
"hsa04611","hsa04611","Platelet activation",0.0187463386057411,"125/8843",0.00266395245072427,1.86225675870977,0.00943829817373426,"108/109/111/114/115/54518/2909/9138/23365/1278/2149/2212/2266/10672/2771/2778/51206/3673/3690/3708/3709/3710/8681/5594/5595/103910/4638/340156/5290/5294/5295/8503/23533/23236/5330/5332/5336/4659/5567/5584/5592/5742/10125/387/6093/9475/6786/6915/7450/112/3688/4846/5293/83660/60/113/2147/2534/2773/5291/5296/6850/7094/10235",64
"hsa04270","hsa04270","Vascular smooth muscle contraction",0.0199179847685999,"134/8843",0.00266568151123035,1.86225675870977,0.00943829817373426,"72/108/109/111/114/115/148/147/146/183/9138/9826/23365/551/552/553/673/775/776/10203/800/805/1908/10672/2778/3708/3709/3710/8681/3778/3779/10242/27094/157855/5594/5595/4628/4629/4627/4638/340156/4879/4882/23236/5330/5332/4659/4660/54776/5567/5578/5579/5581/5582/5583/5588/5592/387/6093/9475/112/5604/59/113/50487/5580/5894/185",68
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.0140597539543058,"90/8843",0.00307703358898517,1.80646364861446,0.0107321517164919,"238/919/29126/916/920/1459/1956/27436/3091/3460/3551/3716/3845/4215/5594/5595/2475/4773/4790/4793/5290/5295/8503/5335/5530/5588/5728/5781/10125/6198/6774/148022/7099/54106/7535/5604/5293/5532/1457/1950/3459/3717/3932/4772/5291/5296/5894/4792",48
"hsa05231","hsa05231","Choline metabolism in cancer",0.0152314001171646,"99/8843",0.00324291792300216,1.79009403867721,0.0111443928623294,"1606/1607/8527/8526/160851/9162/8525/1956/2885/3091/8681/3845/5594/5595/2475/5130/56034/80310/5156/5290/5295/8503/23396/5335/5337/5578/5579/5582/5900/6198/6580/6582/23446/57153/80736/204962/60482/6667/10810/5604/5293/1950/5602/5599/5159/5291/5296/8394/5894/6654/8936/10163",52
"hsa00562","hsa00562","Inositol phosphate metabolism",0.0117164616285882,"73/8843",0.00352039627518809,1.76323513301617,0.0118553756362257,"4329/3633/22876/3636/3707/9562/8776/8898/8897/9107/55361/5297/5298/5286/5290/5294/5305/8396/23396/23236/5330/5332/5333/113026/51196/5335/5336/23007/9651/5728/8871/5287/5293/8867/3631/8821/56623/64768/5291/8394",40
"hsa04150","hsa04150","mTOR signaling pathway",0.0228471001757469,"158/8843",0.00355127243157212,1.76323513301617,0.0118553756362257,"525/245973/673/81617/64798/1855/1857/253314/96459/57600/8321/2535/7976/8322/8323/2885/3480/3551/3643/3845/23175/9663/4041/4040/5594/5595/54468/2475/10641/5290/5295/8503/5562/5563/5578/5579/5582/55615/79899/5728/387/253260/6194/6196/6198/57521/6520/8140/92335/7132/9675/8408/7471/7482/7473/54361/7474/7475/7476/7477/7483/7484/6249/9681/5604/5293/6195/9706/523/5291/5296/5894/27330/6446/6654/51256/526/79109",78
"hsa05130","hsa05130","Pathogenic Escherichia coli infection",0.0284124194493263,"203/8843",0.00440635322370449,1.67570012339294,0.0145027489349503,"25/9138/9826/23365/9181/10458/55971/834/837/840/841/9074/9080/23191/9267/9265/7430/2149/355/356/2212/10672/3551/1902/9170/5594/5595/4628/4629/4627/4651/4430/4642/4643/4542/4644/4646/4690/8440/4790/4793/114548/147945/100506658/5781/387/6093/9475/6188/10802/10427/9632/10454/23118/7082/7099/10972/7132/8743/7186/7278/112714/7277/51807/79861/81027/7280/347733/10381/10382/84617/10810/8976/7456/9071/2017/26999/3688/5062/60/375/2147/2534/5602/5599/9871/257397/7009/113457/8936/10163/147179/1366/6885/4792/8797/2846",97
"hsa00310","hsa00310","Lysine degradation",0.0102519039250146,"63/8843",0.00456626362444239,1.6662925983549,0.0148203293074007,"51166/223/55870/8424/23127/1743/84444/79813/10919/2146/2639/4297/58508/55904/2122/64324/51268/5352/8985/63976/7799/56979/9739/29072/83852/56950/6839/79723/79709/3030/8085/55526/5351/55217/79823",35
"hsa04974","hsa04974","Protein digestion and absorption",0.015817223198594,"105/8843",0.00489328606437544,1.64224333746578,0.0156641601483972,"476/477/480/1300/1301/1305/7373/1306/80781/1278/57642/81578/169044/255631/84570/136227/85301/1282/1284/1285/1287/1288/1289/1290/1291/1292/1293/256076/131873/1295/1359/1803/8645/3784/117247/6505/6520/9056/6546/6543/6547/6550/7512/1303/206358/1299/3783/4311/6519/1307/1296/1297/1310/1294",54
"hsa04960","hsa04960","Aldosterone-regulated sodium reabsorption",0.0067369654364382,"38/8843",0.00500173924315092,1.63863175588051,0.0157949660310029,"476/477/480/3291/3643/3758/3845/5594/5595/23327/4306/5290/5295/8503/5578/5579/5582/6338/5293/53828/5291/5296/6446",23
"hsa04926","hsa04926","Relaxin signaling pathway",0.0190392501464558,"130/8843",0.00509815899647605,1.63616897064667,0.0158847901363885,"108/109/111/114/115/408/1278/1282/1284/1285/1287/1288/10488/9586/1910/1956/2771/2778/55970/2788/2792/2885/3845/5609/5594/5595/4322/4318/4790/4842/4843/5290/5295/8503/23236/5330/5332/5567/5578/122042/51289/53358/399694/7046/7048/7424/112/1388/5604/4313/4846/5293/59/113/2773/2783/5602/5599/5291/5296/5894/59350/4087/6654/4792",65
"hsa03083","hsa03083","Polycomb repressive complex",0.012888107791447,"83/8843",0.00519478250742334,1.63376730579061,0.0159728769618834,"171023/55252/80816/26053/54880/63035/84733/11335/23466/1387/10238/2033/2146/221937/3607/3054/3065/3720/22992/84678/26013/91133/84458/4149/114785/23269/22823/10336/5928/5931/57713/7027/7874/11091/83746/7703/1912/54881/648/3066/55777/51460/80012/85015",44
"hsa04976","hsa04976","Bile secretion",0.0137668424135911,"90/8843",0.00575179781828678,1.5974869477335,0.0173645488515611,"5243/8714/108/109/111/114/115/343/476/477/480/760/1080/2778/3781/3949/57552/5567/6256/949/6580/9376/10998/6513/8671/200931/6548/6550/28234/54659/54657/54578/54577/54600/10941/79799/7365/7367/54490/7363/112/10257/9429/113/2052/57835/7364",47
"hsa04380","hsa04380","Osteoclast differentiation",0.0205038078500293,"142/8843",0.00579600481937241,1.5974869477335,0.0173645488515611,"487/488/29760/814/1436/1540/2212/2214/2215/2354/2355/9846/2885/3454/3460/3551/3690/3708/3709/3710/3716/11027/23547/353514/79168/10859/10990/5609/5594/5595/4286/4773/4790/126014/5290/5295/8503/5336/5530/140885/55423/10454/23118/7042/7046/7048/169200/8792/4982/7132/7186/5604/5293/5532/10326/799/2534/3459/3932/5602/5599/4772/5291/5296/5468/8878/6850/7297/6885/4792",70
"hsa05220","hsa05220","Chronic myeloid leukemia",0.0120093731693029,"77/8843",0.00619263853388724,1.57427244339406,0.0183179980615985,"25/572/613/673/1026/1029/1488/1870/1871/9846/2885/3065/3551/3845/5594/5595/2122/4790/5290/5295/8503/5781/5925/53358/399694/4088/4089/7042/7046/7048/7157/5604/5293/3066/5291/5296/51426/5894/6654/6777/4792",41
"hsa04014","hsa04014","Ras signaling pathway",0.0325131810193322,"238/8843",0.00635441447940964,1.57291543420126,0.01837532452743,"25/27/284/285/572/627/805/1436/1945/1946/1956/1969/2113/356/2255/2247/27006/2251/2252/2254/2260/2263/2324/4303/9846/55970/2788/2792/2885/2902/2903/2904/3363/3480/3551/3643/8681/3845/8844/283455/5594/5595/4763/4790/4908/4914/4915/10298/56034/80310/5156/5290/5295/8503/51196/5335/5336/5337/5567/5578/5579/5582/5781/5868/5869/5899/10928/57148/5900/9771/5921/22821/9462/5923/5924/10125/25780/83593/5966/23179/387/22800/53358/399694/8831/7010/7074/7424/7535/2264/2321/5604/5062/5293/1950/55770/8822/2322/2783/5602/5599/56924/5159/5291/5296/50487/5878/5894/6654/6789/10235",111
"hsa04012","hsa04012","ErbB signaling pathway",0.0131810193321617,"86/8843",0.00648860039337604,1.57291543420126,0.01837532452743,"25/27/572/673/1026/1956/2064/2065/2066/2885/3845/5609/5594/5595/2475/4690/8440/3084/9542/10718/10298/5290/5295/8503/5335/5336/5578/5579/5582/5747/6198/53358/399694/5604/5062/5293/1950/5602/5599/56924/5291/5296/5894/6654/6777",45
"hsa04071","hsa04071","Sphingolipid signaling pathway",0.017867603983597,"122/8843",0.00652655107652187,1.57291543420126,0.01837532452743,"134/140/596/624/91012/123099/9846/10672/2771/3845/5594/5595/4790/4985/5290/5295/8503/23236/5330/5332/5337/5515/5518/5520/5522/5523/28227/5525/5528/5529/5578/5579/5581/5582/5728/387/6093/9475/259230/8879/81537/56848/10558/7132/7157/7186/1509/5604/4846/5293/55304/2534/2773/5602/5599/5291/5296/5526/5894/6609/5521",61
"hsa04660","hsa04660","T cell receptor signaling pathway",0.017867603983597,"122/8843",0.00652655107652187,1.57291543420126,0.01837532452743,"919/916/920/925/1493/1739/9402/2885/29851/3551/3845/5609/5594/5595/4690/8440/4773/4790/4793/10298/5290/5295/8503/5335/5515/5518/5520/5522/5523/28227/5525/5528/5529/5530/5588/5781/5788/10125/387/7409/7410/7535/84433/5604/5062/5293/5532/2534/3932/5602/5599/4772/56924/5291/5296/5526/5894/6654/6885/4792/5521",61
"hsa04720","hsa04720","Long-term potentiation",0.0105448154657293,"67/8843",0.00828207052857567,1.47466144446631,0.0230403465832556,"114/673/775/805/814/1387/2033/2890/2891/2902/2903/2904/2905/2906/2911/2915/3708/3709/3710/3845/5594/5595/23236/5330/5332/5530/5567/5578/5579/5582/6196/5604/5532/6195/5894/27330",36
"hsa05210","hsa05210","Colorectal cancer",0.0131810193321617,"87/8843",0.00849185477316792,1.46893745037439,0.0233460279831985,"324/8312/8313/572/596/673/1026/1499/1630/1956/2885/3845/51176/5594/5595/4436/2956/2475/5290/5295/8503/5899/5900/387/6198/4088/4089/6932/83439/6934/7042/7046/7048/7157/5604/5293/1950/5602/5599/5291/5296/51426/5894/4087/6654",45
"hsa04933","hsa04933","AGE-RAGE signaling pathway in diabetic complications",0.0149384885764499,"101/8843",0.00964175868165191,1.41886327663932,0.0261991484372916,"183/596/1278/1282/1284/1285/1287/1288/1958/2308/3383/3845/5594/5595/4790/50507/5290/5295/8503/23236/5330/5332/5333/113026/51196/5335/5336/5578/5579/5581/4088/4089/6774/7042/7046/7048/7424/4313/4846/5293/3717/5602/5599/4772/5291/5296/5580/6401/4087/6777/185",51
"hsa04722","hsa04722","Neurotrophin signaling pathway",0.0172817809021675,"120/8843",0.0114389233955538,1.3496551839666,0.0307252388846091,"25/396/572/596/627/673/805/814/356/2309/2885/3551/57498/3845/5609/4214/4215/5594/5595/9261/4145/4790/4793/4908/4914/4915/5290/5295/8503/5335/5336/5781/2889/387/6196/25970/10603/10019/53358/399694/7157/7531/10782/5604/4916/5293/6195/9500/5602/5598/5599/5291/5296/5580/5894/27330/6654/7161/4792",59
"hsa04911","hsa04911","Insulin secretion",0.012888107791447,"86/8843",0.0116940895933279,1.34503733828162,0.0310536828913731,"6833/108/109/111/114/115/476/477/480/775/776/10488/9586/2645/2778/3710/3778/3779/10242/27094/3781/3782/157855/27445/23236/5330/5332/5567/5578/5579/5582/11069/9699/6262/6513/6514/6804/6844/112/1388/113/2641/3780/3783",44
"hsa04961","hsa04961","Endocrine and other factor-regulated calcium reabsorption",0.00849443468072642,"53/8843",0.0123412389199431,1.32655232949324,0.0324039626283543,"115/160/161/476/477/480/491/492/624/1213/1785/2778/9365/23236/5330/5332/5567/5578/5579/5582/5745/6546/6543/6547/56302/112/490/493/163",29
"hsa04931","hsa04931","Insulin resistance",0.015817223198594,"109/8843",0.0126099214835705,1.32205120997611,0.0327415505187444,"32/183/1374/10488/9586/2308/3551/3643/8660/51085/2475/4790/7376/5106/5290/5295/8503/10891/133522/5506/5562/5563/5564/5571/5579/5581/5588/5728/5781/5792/5836/6196/6198/10998/28965/6513/6514/6720/6774/9882/7132/948/4846/5293/6195/5602/5599/10062/5291/5296/5465/5580/27330/4792",54
"hsa05218","hsa05218","Melanoma",0.0111306385471588,"73/8843",0.0130819802416259,1.31088898641924,0.0335939804932442,"572/673/999/1026/1029/1870/1871/1956/2255/2247/27006/2251/2252/2254/2260/3480/3845/5594/5595/4286/56034/80310/5156/5290/5295/8503/5728/5925/7157/5604/5293/1950/8822/5159/5291/5296/51426/5894",38
"hsa04330","hsa04330","Notch signaling pathway",0.00966608084358524,"62/8843",0.0133680302836055,1.30624148957686,0.0339554087295242,"6310/1387/1488/10683/196403/1855/1857/2033/3065/23493/182/3714/9794/84441/9612/23385/4851/4853/4855/171558/3516/23013/7088/7089/7090/7091/79816/1840/23220/3066/83737/6868/8850",33
